"Nom";"Reference_SKU";"Prix_TTC";"Devise";"Disponibilite";"Categorie_Niveau1";"Categorie_Niveau2";"Categorie_Niveau3";"Categorie_Niveau4";"Categorie";"URL_Produit";"URL_Image";"Description_Courte";"Description_Longue"
"Câble tressé USB Type-C vers USB Type-C 100W Charge rapide (1,2 m) avec LED Usams US-SJ660 Noir";"18582";"6.54";"EUR";"En stock";"Accessoires";"USAMS";"Chargeurs et Câbles";"";"Accessoires > USAMS > Chargeurs et Câbles";"https://www.pieces2mobile.com/cable-tresse-usb-type-c-vers-usb-type-c-100w-charge-rapide-1-2-m-avec-led-usams-us-sj660-noir.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/c/a/cable-tresse-type-c-vers-type-c-100w-charge-rapide-1_2-m-us-sj660-noir-1.jpg";"Câble tressé USB Type-C vers USB Type-C 100W Charge rapide (1,2 m) avec LED Usams US-SJ660 Noir. ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"Câble USB Type-C vers USB Type-C pour tablette, téléphones mobiles , Android, iPhone, PC  Compatible avec tous les appareils munis d'un port USB Type-C Connectez votre tablette, téléphones mobiles , Android, iPhone, PC  Compatible avec tous les appareils munis d'un port USB Type-C doté d’un connecteur USB Type-C grâce au câble USAMS à n’importe lequel de vos appareils équipés d’un port USB Type-C. D’une longueur de 1.2 m, le câble USB Type-C/USB Type-C Noir fait partie des accessoires indispensables qui doivent accompagner partout votre tablette, téléphones mobiles , Android, iPhone, PC  Compatible avec tous les appareils munis d'un port USB Type-C en toute occasion. Le câble USAMS  US-SJ660 offre une compatibilité optimale avec les appareils tablette, téléphones mobiles , Android, iPhone, PC  Compatible avec tous les appareils munis d'un port USB Type-C pour tous les usages susmentionnés."
"Verre trempé Confidentiel iPhone 17 / 16 Pro Heybingo Antistatique PRIVACY";"18803";"7.2";"EUR";"En stock";"Accessoires";"Protection Écran";"Verre Trempé";"";"Accessoires > Protection Écran > Verre Trempé";"https://www.pieces2mobile.com/verre-trempe-confidentiel-iphone-16-pro-heybingo-antistatique-privacy.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/v/e/verre-trempe-confidentiel-iphone-16-pro-heybingo-universe-privacy-1_1.jpg";"Verre trempé Confidentiel iPhone 17 / 16 Pro Heybingo Antistatique PRIVACY. ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"Une protection d'écran anti-espion et intégrale de pointe pour votre iPhone 17 / 16 Pro
Chez ReparMonPhone, votre spécialiste de la vente de pièces détachées et d'accessoires de protection premium, nous sélectionnons des innovations technologiques capables d'isoler votre vie numérique tout en préservant votre matériel. Le verre trempé intégral Heybingo Confidentiel Privacy pour Apple iPhone 17 et iPhone 16 Pro offre un niveau de sécurité double. Il fait office de bouclier physique blindé contre les chocs tout en protégeant vos données sensibles des regards indiscrets au quotidien.

Filtre de confidentialité PRIVACY et technologie Antistatique active
Ce protecteur d'écran intègre un filtre optique polarisant de technologie Privacy avancée. Vos messages, codes secrets et applications bancaires deviennent totalement invisibles pour les personnes situées à vos côtés : l'écran s'assombrit de manière bidirectionnelle dès que l'angle de vision dépasse les côtés, alors que vous profitez d'une netteté parfaite en restant bien en face de l'appareil. De plus, sa propriété unique antistatique repousse activement les micro-poussières de l'air lors de l'application. Cela élimine le risque d'impuretés piégées et garantit une pose propre, rapide et sans bulles d'air.

Couverture bord à bord et réactivité tactile préservée
Bénéficiant d'un ajustement millimétré, cette vitre de protection épouse précisément les contours de la face avant de votre smartphone Apple. Sa conception haut de gamme évite les décollements intempestifs sur les bordures et assure une excellente compatibilité avec la majorité des coques de protection du marché. La structure moléculaire de cet accessoire smartphone maintient une sensibilité tactile fluide et instantanée, garantissant une parfaite interaction avec l'interface et une transparence totale pour les capteurs Face ID et la Dynamic Island.


    Filtre Confidentiel / Privacy : protège efficacement votre vie privée en bloquant la lisibilité latérale de votre écran dans les transports ou les lieux publics.
    Technologie Antistatique brevetée : neutralise l'électricité statique pour empêcher les poussières de se glisser sous le verre au moment de la pose.
    Conception intégrale ajustée : protection robuste qui recouvre l'écran d'origine sans altérer la qualité d'affichage de face.
    Finition oléophobe haut de gamme : réduit drastiquement les traces de doigts et les taches de graisse pour un entretien facilité.


La garantie d'un matériel fiable avec ReparMonPhone
Fournir aux réparateurs professionnels et aux utilisateurs exigeants des solutions d'entretien de confiance fait partie intégrante de notre démarche d'expertise. Pour vous assurer une tranquillité d'esprit absolue lors de votre commande, ce verre trempé confidentiel Heybingo bénéficie d'une Garantie 12 mois complète. Misez sur l'efficacité éprouvée de nos services logistiques et d'une livraison rapide pour sécuriser sans délai l'affichage et la confidentialité de votre iPhone."
"Verre trempé Confidentiel iPhone 16 Pro Max Heybingo Antistatique PRIVACY";"18804";"7.2";"EUR";"En stock";"Accessoires";"Protection Écran";"Verre Trempé";"";"Accessoires > Protection Écran > Verre Trempé";"https://www.pieces2mobile.com/verre-trempe-confidentiel-iphone-16-pro-max-heybingo-antistatique-privacy.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/v/e/verre-trempe-confidentiel-iphone-16-pro-max-heybingo-universe-privacy-1.jpg";"Verre trempé Confidentiel iPhone 16 Pro Max Heybingo Antistatique PRIVACY. ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"CARACTÉRISTIQUESCompatible :  iPhone 16 Pro MaxInclus : Le verre trempé de protectionAvec : Intégrale : OuiConfidentiel : OuiCouleur : Épaisseur : Livré avec emballage."
"Câble Apple Tissé USB-C vers USB-C (1m) 60W MW493ZM/A Blanc Origine";"18864";"20.4";"EUR";"Rupture / sur commande";"Apple";"IPad";"iPad Pro 11"" (2018)";"";"Apple > IPad > iPad Pro 11"" (2018)";"https://www.pieces2mobile.com/cable-apple-tisse-usb-c-vers-usb-c-1m-60w-mw493zm-a-blanc-origine.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/c/a/cable-usb-c-vers-usb-c-2m-240w-mu2g3zma-blanc-1_1.jpg";"Câble Apple Tissé USB-C vers USB-C (1m) 60W MW493ZM/A Blanc Origine. ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"Câble USB Type-C vers USB Type-C pour iPad, iPhone, Mac iPhone / iPad / Mac / AirPods Connectez votre iPad, iPhone, Mac iPhone / iPad / Mac / AirPods doté d’un connecteur USB Type-C grâce au câble Apple à n’importe lequel de vos appareils équipés d’un port USB Type-C. D’une longueur de 1 m, le câble USB Type-C/USB Type-C Blanc fait partie des accessoires indispensables qui doivent accompagner partout votre iPad, iPhone, Mac iPhone / iPad / Mac / AirPods en toute occasion. Le câble Apple MW493ZM/A offre une compatibilité optimale avec les appareils iPad, iPhone, Mac iPhone / iPad / Mac / AirPods pour tous les usages susmentionnés."
"Chargeur Archos USB-A (10W) K-T10A0502000E Noir Origine";"19064";"3.6";"EUR";"En stock";"Accessoires";"Autonomie";"Chargeurs";"";"Accessoires > Autonomie > Chargeurs";"https://www.pieces2mobile.com/chargeur-archos-usb-a-2a-k-t10a0502000e-noir-origine.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/c/h/chargeur-archos-usb-a-k-t10a0502000e-noir-origine_2.jpg";"Chargeur Archos USB-A (10W) K-T10A0502000E Noir Origine. ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"CARACTÉRISTIQUESInclus : Le bloc chargeurAvec : Marque : Modèle : K-T10A0502000ECouleur : NoirPuissance (entrée) : Puissance (sortie) : Port(s) de sortie (recharge des appareils) : USB"
"Chargeur secteur USB-C 30W A2164 MW2G3ZM/A Blanc Origine";"20094";"45";"EUR";"En stock";"Apple";"IPad";"iPad Pro 12.9"" (2015)";"";"Apple > IPad > iPad Pro 12.9"" (2015)";"https://www.pieces2mobile.com/chargeur-secteur-usb-c-30w-a2164-mw2g3zm-a-blanc-origine.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/c/h/chargeur-secteur-macbook-usb-c-usb-c-30w-a2164-my1w2zm-a-blanc-origine-1_1.jpg";"Chargeur secteur USB-C 30W A2164 MW2G3ZM/A Blanc Origine. ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"CARACTÉRISTIQUESInclus : Le bloc chargeurAvec : Charge RapideMarque : AppleModèle : A2164 MW2G3ZM/ACouleur : BlancPuissance (entrée) : 3520WPuissance (sortie) : 30WPort(s) de sortie (recharge des appareils) : USB Type-C"
"Mini Adaptateur OTG USB vers Type-C 2.4A Baseus CATOTG-01";"20159";"10.8";"EUR";"En stock";"Accessoires";"Autres";"Adaptateurs";"";"Accessoires > Autres > Adaptateurs";"https://www.pieces2mobile.com/mini-adaptateur-otg-usb-vers-type-c-2-4a-baseus-catotg-01.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/m/i/mini-adaptateur-otg-usb-vers-type-c-2.4a-baseus-catotg-01-1.jpg";"Mini Adaptateur OTG USB vers Type-C 2.4A Baseus CATOTG-01. ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"Le Mini Adaptateur OTG USB vers Type-C 2.4A Baseus (CATOTG-01) est un accessoire compact, pratique et performant, conçu pour connecter vos périphériques USB classiques à des appareils dotés d’un port USB Type-C, comme les MacBook Air/Pro, iPad Pro ou smartphones compatibles OTG. Fabriqué en alliage d’aluminium résistant et en plastique de qualité, cet adaptateur se distingue par sa solidité, sa légèreté et son design ultra-compact, facile à transporter au quotidien. 

Grâce à la fonction OTG (On-The-Go), il permet de connecter directement une clé USB, une souris, un clavier, une manette de jeu, une imprimante ou un lecteur de carte mémoire à votre appareil mobile ou ordinateur portable, sans avoir besoin d’un ordinateur intermédiaire. Il prend également en charge la charge rapide avec un courant maximal de 2,4 A, pour une utilisation encore plus efficace.

Cet adaptateur assure un transfert de données stable, tout en étant fiable et simple à utiliser. Il permet aussi de connecter votre téléphone à un MacBook et de le recharger via un câble Lightning classique. Sa polyvalence en fait un accessoire indispensable pour tous ceux qui veulent étendre la connectivité de leurs appareils USB-C avec rapidité et fiabilité.
"
"Chargeur Rapide Deux Ports GaN USB-A + USB-C 30W Usams CC316 T65 Noir";"20395";"6.13";"EUR";"Rupture / sur commande";"Accessoires";"USAMS";"Chargeurs et Câbles";"";"Accessoires > USAMS > Chargeurs et Câbles";"https://www.pieces2mobile.com/chargeur-rapide-deux-ports-gan-usb-a-usb-c-30w-usams-cc316-t65-noir.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/c/h/chargeur-rapide-deux-ports-gan-usb-a-plus-usb-c-30w-usams-cc316-t65-noir-1_1.jpg";"Chargeur Rapide Deux Ports GaN USB-A + USB-C 30W Usams CC316 T65 Noir. ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"Découvrez le chargeur USAMS CC316 T65, élégant et compact, conçu en matériaux robustes ABS et PC, avec une finition noire moderne. Sa taille miniaturisée (à peine un peu plus de 4 cm de côté et moins de 3 cm d’épaisseur) en fait le compagnon idéal pour vos déplacements, sans vous alourdir. 

Ce chargeur intelligent offre une puissance rapide jusqu’à 30 watts via son port USB-C, capable d’adapter automatiquement la tension pour une charge optimale et sécurisée de vos smartphones, tablettes ou autres appareils compatibles. Son port USB-A permet également une recharge efficace, jusqu’à 18 watts, pour que vous puissiez recharger simultanément plusieurs appareils sans compromis.

Compatible avec une large gamme d’appareils, ce chargeur est équipé de protections avancées contre la surchauffe, les surtensions et les surintensités, pour une utilisation sûre au quotidien, à la maison comme en voyage.

Optez pour le chargeur USAMS CC316 T65, la solution compacte, puissante et fiable qui s’adapte à tous vos besoins de recharge rapide.
"
"chargeur + câble lightning MFI Bigben 12W";"20577";"4.8";"EUR";"Rupture / sur commande";"Accessoires";"Autonomie";"Chargeurs";"";"Accessoires > Autonomie > Chargeurs";"https://www.pieces2mobile.com/chargeur-cable-lightning-mfi-bigben-12w.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/b/i/bigben-smart.jpg";"chargeur + câble lightning MFI Bigben 12W. ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"CARACTÉRISTIQUESInclus : Le bloc chargeurAvec : Câble de recharge (USB / Lightning), Charge RapideMarque : Modèle : MINICSIP52AB Couleur : NoirPuissance (entrée) : Puissance (sortie) : Port(s) de sortie (recharge des appareils) : USB"
"Power Bank Batterie Externe (10000 mAh) 3 ports USB (2x USB-A + 1x USB-C) charge rapide 20W PD PB80 avec Affichage Digital Usams CD249 Blanc";"20539";"11.42";"EUR";"Rupture / sur commande";"Accessoires";"USAMS";"Batterie Externe (Power Bank)";"";"Accessoires > USAMS > Batterie Externe (Power Bank)";"https://www.pieces2mobile.com/power-bank-batterie-externe-10000-mah-3-ports-usb-2x-usb-a-1x-usb-c-charge-rapide-20w-pd-pb80-avec-affichage-digital-usams-cd249-blanc.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/p/o/power-bank-batterie-externe-10000-mah-3-ports-usb-2x-usb-a-plus-1x-usb-c-charge-rapide-20w-pd-pb80-avec-affichage-digital-usams-cd249-blanc.jpg";"Power Bank Batterie Externe (10000 mAh) 3 ports USB (2x USB-A + 1x USB-C) charge rapide 20W PD PB80 avec Affichage Digital Usams CD249 Blanc. ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Co";"Le powerbank CD249 est une batterie externe performante et moderne, idéale pour ceux qui recherchent à la fois puissance, rapidité et praticité. Grâce à sa grande capacité et ses fonctionnalités avancées, il permet de recharger vos appareils numériques en toute sécurité. 

Caractéristiques principales 

•	Marque : USAMS 

•	Modèle : CD249 

•	Couleur : Nlanc 

•	Matériau : Plastique ABS + PC robuste 

•	Capacité : 10000 mAh / 3,7 V / 37 Wh 

•	Capacité nominale : 6000 mAh (5V⎓2A) 

•	Dimensions : 143 × 69,5 × 15,7 mm 

•	Poids : 225 g 

Performances de charge 

•	Entrée (port Type-C) : 5V⎓3A / 9V⎓2A 

•	Sortie (Type-C) : 5V⎓3A / 9V⎓2,22A / 12V⎓1,67A 

•	Sorties (USB-A1 / USB-A2) : 5V⎓3A / 9V⎓2A / 10V⎓2,25A / 12V⎓1,5A 

•	Nombre de sorties : 3 ports, permettant de recharger 3 appareils en simultané 

•	Charge rapide : technologie PD20W, parfaitement adaptée aux iPhone 8 Plus et modèles supérieurs 

•	Temps de charge complet : environ 3,5 heures 

Fonctionnalités avancées 

•	Écran LED intégré : affichage numérique en temps réel du niveau de batterie 

•	Design compact et élégant en Blanc 

Compatibilité : Compatible avec les appareils numériques 
•	
"
